,path,emotion
133,data/emodb/wav\13a01Ea.wav,disgust
134,data/emodb/wav\13a01Ec.wav,disgust
135,data/emodb/wav\13a01Nb.wav,neutral
136,data/emodb/wav\13a01Wb.wav,angry
137,data/emodb/wav\13a02Ec.wav,disgust
138,data/emodb/wav\13a02Nc.wav,neutral
139,data/emodb/wav\13a02Wa.wav,angry
140,data/emodb/wav\13a04Wc.wav,angry
141,data/emodb/wav\13a05Ea.wav,disgust
142,data/emodb/wav\13a05Nb.wav,neutral
143,data/emodb/wav\13a05Wa.wav,angry
144,data/emodb/wav\13a05Wc.wav,angry
145,data/emodb/wav\13a07Na.wav,neutral
146,data/emodb/wav\13a07Wb.wav,angry
147,data/emodb/wav\13b01Ec.wav,disgust
148,data/emodb/wav\13b01Nc.wav,neutral
149,data/emodb/wav\13b01Wa.wav,angry
150,data/emodb/wav\13b02Nb.wav,neutral
151,data/emodb/wav\13b02Wa.wav,angry
152,data/emodb/wav\13b03Ed.wav,disgust
153,data/emodb/wav\13b03Na.wav,neutral
154,data/emodb/wav\13b03Wc.wav,angry
155,data/emodb/wav\13b09Ec.wav,disgust
156,data/emodb/wav\13b09Na.wav,neutral
157,data/emodb/wav\13b09Wa.wav,angry
158,data/emodb/wav\13b10Ec.wav,disgust
159,data/emodb/wav\13b10Nc.wav,neutral
160,data/emodb/wav\13b10Wa.wav,angry
161,data/emodb/wav\13b10Wc.wav,angry
162,data/emodb/wav\14a01Ea.wav,disgust
163,data/emodb/wav\14a01Na.wav,neutral
164,data/emodb/wav\14a01Wa.wav,angry
165,data/emodb/wav\14a01Wc.wav,angry
166,data/emodb/wav\14a02Ea.wav,disgust
167,data/emodb/wav\14a02Nc.wav,neutral
168,data/emodb/wav\14a02Wa.wav,angry
169,data/emodb/wav\14a02Wc.wav,angry
170,data/emodb/wav\14a04Ed.wav,disgust
171,data/emodb/wav\14a04Wb.wav,angry
172,data/emodb/wav\14a04Wc.wav,angry
173,data/emodb/wav\14a05Na.wav,neutral
174,data/emodb/wav\14a05Wa.wav,angry
175,data/emodb/wav\14a05Wb.wav,angry
176,data/emodb/wav\14a07Eb.wav,disgust
177,data/emodb/wav\14a07Na.wav,neutral
178,data/emodb/wav\14a07Wc.wav,angry
179,data/emodb/wav\14b01Eb.wav,disgust
180,data/emodb/wav\14b01Na.wav,neutral
181,data/emodb/wav\14b01Wc.wav,angry
182,data/emodb/wav\14b02Na.wav,neutral
183,data/emodb/wav\14b02Wb.wav,angry
184,data/emodb/wav\14b02Wd.wav,angry
185,data/emodb/wav\14b03Ed.wav,disgust
186,data/emodb/wav\14b03Wb.wav,angry
187,data/emodb/wav\14b09Ea.wav,disgust
188,data/emodb/wav\14b09Wa.wav,angry
189,data/emodb/wav\14b09Wc.wav,angry
190,data/emodb/wav\14b10Eb.wav,disgust
191,data/emodb/wav\14b10Nb.wav,neutral
192,data/emodb/wav\14b10Wc.wav,angry
193,data/emodb/wav\15a01Ea.wav,disgust
194,data/emodb/wav\15a01Nb.wav,neutral
195,data/emodb/wav\15a01Wa.wav,angry
196,data/emodb/wav\15a02Ea.wav,disgust
197,data/emodb/wav\15a02Na.wav,neutral
198,data/emodb/wav\15a02Wb.wav,angry
199,data/emodb/wav\15a02Wd.wav,angry
200,data/emodb/wav\15a04Nc.wav,neutral
